CHR	GENE_ID	GENE_NAME	SUBJECT_ID	tissue_num	data_pvalues	data_qvalues	data_lfdr	z_score	RME_effect	mosaic_category	is_significant
16	ENSG00000158717.10	RNF166	GTEX-YFC4	34	5.01E-05	0.000570819	0.005291155	1.509555478	common_RME	Autosome	TRUE
12	ENSG00000167768.4	KRT1	GTEX-YFC4	11	5.02E-05	0.00057097	0.005297827	3.973957793	frequent_RME	Autosome	TRUE
3	ENSG00000185008.17	ROBO2	GTEX-YFC4	24	5.05E-05	0.000574723	0.005331502	-0.033125349	private_RME	Autosome	TRUE
15	ENSG00000185033.14	SEMA4B	GTEX-YFC4	34	5.12E-05	0.000581983	0.005392826	2.662446641	frequent_RME	Autosome	TRUE
16	ENSG00000153446.15	C16orf89	GTEX-YFC4	26	5.16E-05	0.000585732	0.005426455	1.480917254	common_RME	Autosome	TRUE
19	ENSG00000130517.13	PGPEP1	GTEX-YFC4	33	5.18E-05	0.00058743	0.005443942	0.940908118	private_RME	Autosome	TRUE
2	ENSG00000231312.6	AC007246.3	GTEX-YFC4	33	5.20E-05	0.000588659	0.005466	-0.351006373	private_RME	Autosome	TRUE
2	ENSG00000212978.6	AC016747.3	GTEX-YFC4	24	5.20E-05	0.000588659	0.005461163	-0.396000562	private_RME	Autosome	TRUE
21	ENSG00000188992.11	LIPI	GTEX-YFC4	30	5.20E-05	0.000588659	0.005463911	2.094065674	frequent_RME	Autosome	TRUE
20	ENSG00000205611.4	LINC01597	GTEX-YFC4	20	5.28E-05	0.000596732	0.005533774	0.273405992	private_RME	Autosome	TRUE
4	ENSG00000118762.7	PKD2	GTEX-YFC4	34	5.43E-05	0.000613273	0.005667917	-0.406271169	private_RME	Autosome	TRUE
1	ENSG00000143742.12	SRP9	GTEX-YFC4	34	5.66E-05	0.000638079	0.005865914	-0.051045112	private_RME	Autosome	TRUE
13	ENSG00000120694.19	HSPH1	GTEX-YFC4	34	5.71E-05	0.000644036	0.005916642	-0.158274666	private_RME	Autosome	TRUE
6	ENSG00000273340.1	MICE	GTEX-YFC4	29	5.74E-05	0.000646695	0.005941738	0.047384977	private_RME	Autosome	TRUE
19	ENSG00000231205.11	ZNF826P	GTEX-YFC4	30	5.78E-05	0.000650876	0.005978661	2.007791458	frequent_RME	Autosome	TRUE
10	ENSG00000133661.15	SFTPD	GTEX-YFC4	25	5.81E-05	0.000653411	0.006002814	0.944621754	private_RME	Autosome	TRUE
5	ENSG00000182578.13	CSF1R	GTEX-YFC4	33	5.88E-05	0.000660439	0.006061825	-0.317601596	private_RME	Autosome	TRUE
5	ENSG00000120306.9	CYSTM1	GTEX-YFC4	34	6.08E-05	0.000682947	0.006240342	0.604481672	private_RME	Autosome	TRUE
10	ENSG00000138152.8	BTBD16	GTEX-YFC4	18	6.17E-05	0.000692331	0.006317219	2.251384806	frequent_RME	Autosome	TRUE
2	ENSG00000085449.14	WDFY1	GTEX-YFC4	34	6.22E-05	0.000696432	0.006353434	-0.008905668	private_RME	Autosome	TRUE
4	ENSG00000151623.14	NR3C2	GTEX-YFC4	30	6.27E-05	0.000701826	0.006399589	-0.049213896	private_RME	Autosome	TRUE
7	ENSG00000128602.9	SMO	GTEX-YFC4	33	6.28E-05	0.00070222	0.006407349	-0.363683431	private_RME	Autosome	TRUE
15	ENSG00000140450.8	ARRDC4	GTEX-YFC4	34	6.29E-05	0.00070264	0.00641531	2.307704314	frequent_RME	Autosome	TRUE
1	ENSG00000118217.5	ATF6	GTEX-YFC4	34	6.45E-05	0.00071964	0.006555113	-0.109760934	private_RME	Autosome	TRUE
11	ENSG00000110002.15	VWA5A	GTEX-YFC4	34	6.45E-05	0.00071964	0.006555301	1.43232249	common_RME	Autosome	TRUE
14	ENSG00000165948.10	IFI27L1	GTEX-YFC4	32	6.52E-05	0.000726812	0.006615029	0.146761509	private_RME	Autosome	TRUE
6	ENSG00000151914.19	DST	GTEX-YFC4	34	6.64E-05	0.000739818	0.006719248	0.52002946	private_RME	Autosome	TRUE
16	ENSG00000135698.9	MPHOSPH6	GTEX-YFC4	34	6.71E-05	0.000746142	0.006772386	1.375482453	common_RME	Autosome	TRUE
11	ENSG00000134574.11	DDB2	GTEX-YFC4	34	6.83E-05	0.000758572	0.006876948	-0.383686588	private_RME	Autosome	TRUE
19	ENSG00000090661.11	CERS4	GTEX-YFC4	32	6.83E-05	0.000758572	0.006873775	1.660292313	common_RME	Autosome	TRUE
2	ENSG00000163092.19	XIRP2	GTEX-YFC4	8	6.84E-05	0.000759116	0.006886113	2.253059231	frequent_RME	Autosome	TRUE
19	ENSG00000126457.21	PRMT1	GTEX-YFC4	28	6.97E-05	0.000772778	0.006994917	-0.684725029	private_RME	Autosome	TRUE
4	ENSG00000137441.7	FGFBP2	GTEX-YFC4	10	7.04E-05	0.000780066	0.007055249	1.996872221	common_RME	Autosome	TRUE
1	ENSG00000162511.7	LAPTM5	GTEX-YFC4	32	7.10E-05	0.00078629	0.007107499	0.622504264	private_RME	Autosome	TRUE
2	ENSG00000226383.6	LINC01876	GTEX-YFC4	5	7.17E-05	0.00079146	0.007160943	1.961740116	common_RME	Autosome	TRUE
9	ENSG00000136875.12	PRPF4	GTEX-YFC4	34	7.17E-05	0.00079146	0.007163759	0.723212261	private_RME	Autosome	TRUE
12	ENSG00000135114.12	OASL	GTEX-YFC4	3	7.18E-05	0.00079146	0.007167349	-0.267711345	private_RME	Autosome	TRUE
12	ENSG00000185684.12	EP400NL	GTEX-YFC4	34	7.16E-05	0.00079146	0.007154656	0.662385477	private_RME	Autosome	TRUE
11	ENSG00000166394.14	CYB5R2	GTEX-YFC4	34	7.19E-05	0.000792259	0.007178593	2.330456677	frequent_RME	Autosome	TRUE
2	ENSG00000115756.12	HPCAL1	GTEX-YFC4	16	7.21E-05	0.000793348	0.007192041	1.748441739	common_RME	Autosome	TRUE
8	ENSG00000038945.14	MSR1	GTEX-YFC4	28	7.23E-05	0.000795738	0.007215369	0.10711628	private_RME	Autosome	TRUE
14	ENSG00000119688.20	ABCD4	GTEX-YFC4	34	7.35E-05	0.00080794	0.00731299	0.143883225	private_RME	Autosome	TRUE
19	ENSG00000064666.14	CNN2	GTEX-YFC4	34	7.41E-05	0.000813917	0.007363456	2.970833766	frequent_RME	Autosome	TRUE
6	ENSG00000135596.17	MICAL1	GTEX-YFC4	34	7.49E-05	0.000821749	0.007427908	1.578721904	common_RME	Autosome	TRUE
6	ENSG00000204622.11	HLA-J	GTEX-YFC4	21	7.58E-05	0.000831293	0.007505211	0.905342678	private_RME	Autosome	TRUE
15	ENSG00000232653.8	GOLGA8N	GTEX-YFC4	33	7.69E-05	0.000842868	0.007597699	-0.310474417	private_RME	Autosome	TRUE
4	ENSG00000090316.15	MAEA	GTEX-YFC4	33	7.71E-05	0.000843578	0.007608486	1.128256254	common_RME	Autosome	TRUE
19	ENSG00000280239.1	CTB-50L17.8	GTEX-YFC4	32	7.74E-05	0.000846142	0.007633213	-0.027064252	private_RME	Autosome	TRUE
12	ENSG00000110906.12	KCTD10	GTEX-YFC4	34	8.02E-05	0.00087617	0.007863719	0.4266516	private_RME	Autosome	TRUE
3	ENSG00000145012.13	LPP	GTEX-YFC4	34	8.05E-05	0.000878763	0.007888693	0.460357372	private_RME	Autosome	TRUE
17	ENSG00000171916.16	LGALS9C	GTEX-YFC4	3	8.07E-05	0.000880477	0.007907126	2.365385235	frequent_RME	Autosome	TRUE
14	ENSG00000211966.2	IGHV5-51	GTEX-YFC4	4	8.14E-05	0.000887529	0.007965411	2.426362208	frequent_RME	Autosome	TRUE
17	ENSG00000179409.10	GEMIN4	GTEX-YFC4	34	8.16E-05	0.00088806	0.007975041	0.171985307	private_RME	Autosome	TRUE
7	ENSG00000106636.7	YKT6	GTEX-YFC4	34	8.26E-05	0.000898914	0.008061677	-0.323259253	private_RME	Autosome	TRUE
5	ENSG00000131711.14	MAP1B	GTEX-YFC4	27	8.38E-05	0.000909981	0.008155562	-0.179210378	private_RME	Autosome	TRUE
7	ENSG00000106603.18	COA1	GTEX-YFC4	34	8.42E-05	0.000913183	0.008185164	1.968624748	common_RME	Autosome	TRUE
2	ENSG00000021826.14	CPS1	GTEX-YFC4	26	8.50E-05	0.000921879	0.008255619	0.04672301	private_RME	Autosome	TRUE
22	ENSG00000100324.13	TAB1	GTEX-YFC4	34	8.69E-05	0.000941492	0.008406915	-0.147286601	private_RME	Autosome	TRUE
4	ENSG00000163682.15	RPL9	GTEX-YFC4	31	8.73E-05	0.0009445	0.008435105	-0.498830833	private_RME	Autosome	TRUE
10	ENSG00000095713.13	CRTAC1	GTEX-YFC4	23	9.05E-05	0.000978911	0.00869483	1.169127883	common_RME	Autosome	TRUE
17	ENSG00000132470.13	ITGB4	GTEX-YFC4	34	9.07E-05	0.000979685	0.008706624	0.456219159	private_RME	Autosome	TRUE
4	ENSG00000109790.16	KLHL5	GTEX-YFC4	34	9.08E-05	0.000980114	0.008715887	0.933135394	private_RME	Autosome	TRUE
19	ENSG00000007129.17	CEACAM21	GTEX-YFC4	19	9.16E-05	0.000987657	0.008777456	1.207783007	common_RME	Autosome	TRUE
1	ENSG00000116260.16	QSOX1	GTEX-YFC4	34	9.17E-05	0.000988738	0.008791546	3.318488371	frequent_RME	Autosome	TRUE
7	ENSG00000187260.15	WDR86	GTEX-YFC4	34	9.21E-05	0.000991782	0.008820073	1.889764842	common_RME	Autosome	TRUE
3	ENSG00000163491.16	NEK10	GTEX-YFC4	18	9.28E-05	0.000998476	0.008875432	0.320529521	private_RME	Autosome	TRUE
2	ENSG00000135905.18	DOCK10	GTEX-YFC4	34	9.35E-05	0.001004528	0.008932285	0.214041391	private_RME	Autosome	TRUE
17	ENSG00000108639.7	SYNGR2	GTEX-YFC4	34	9.35E-05	0.001004528	0.008930635	0.415110901	private_RME	Autosome	TRUE
5	ENSG00000185986.11	SDHAP3	GTEX-YFC4	33	9.37E-05	0.001005897	0.008948561	0.495033838	private_RME	Autosome	TRUE
5	ENSG00000175414.6	ARL10	GTEX-YFC4	34	9.40E-05	0.001008156	0.008971384	1.281055577	common_RME	Autosome	TRUE
2	ENSG00000079263.18	SP140	GTEX-YFC4	34	9.51E-05	0.001019227	0.009058911	-0.175977658	private_RME	Autosome	TRUE
6	ENSG00000137411.16	VARS2	GTEX-YFC4	34	9.54E-05	0.001021356	0.009082516	1.295516519	common_RME	Autosome	TRUE
15	ENSG00000104043.14	ATP8B4	GTEX-YFC4	33	9.55E-05	0.001021356	0.00908712	0.371907257	private_RME	Autosome	TRUE
5	ENSG00000174705.12	SH3PXD2B	GTEX-YFC4	33	9.60E-05	0.001026295	0.009130504	1.085832855	common_RME	Autosome	TRUE
16	ENSG00000157045.8	NTAN1	GTEX-YFC4	34	9.61E-05	0.001026295	0.009135988	-0.3206336	private_RME	Autosome	TRUE
20	ENSG00000132640.14	BTBD3	GTEX-YFC4	33	9.62E-05	0.001026793	0.009145956	-0.314728336	private_RME	Autosome	TRUE
9	ENSG00000130957.4	FBP2	GTEX-YFC4	6	9.68E-05	0.001031305	0.009186718	1.803408263	common_RME	Autosome	TRUE
19	ENSG00000179820.15	MYADM	GTEX-YFC4	34	9.68E-05	0.001031305	0.009191761	1.548293791	common_RME	Autosome	TRUE
11	ENSG00000095139.13	ARCN1	GTEX-YFC4	34	9.73E-05	0.001035204	0.009226754	-0.022097802	private_RME	Autosome	TRUE
15	ENSG00000262728.5	RP11-1000B6.8	GTEX-YFC4	34	9.85E-05	0.001047233	0.009321427	-0.416452466	private_RME	Autosome	TRUE
5	ENSG00000113360.16	DROSHA	GTEX-YFC4	25	9.90E-05	0.001051567	0.009359623	-0.174638776	private_RME	Autosome	TRUE
8	ENSG00000160932.10	LY6E	GTEX-YFC4	34	9.98E-05	0.001058652	0.009424449	1.29365395	common_RME	Autosome	TRUE
14	ENSG00000185215.8	TNFAIP2	GTEX-YFC4	29	0.000100703	0.001067263	0.009494003	2.808394738	frequent_RME	Autosome	TRUE
3	ENSG00000144559.10	TAMM41	GTEX-YFC4	34	0.00010096	0.001069103	0.009513975	0.029004358	private_RME	Autosome	TRUE
11	ENSG00000255545.7	RP11-627G23.1	GTEX-YFC4	16	0.00010136	0.001072443	0.009544944	-0.085637646	private_RME	Autosome	TRUE
1	ENSG00000143367.15	TUFT1	GTEX-YFC4	33	0.000102132	0.001076893	0.009604696	-0.487581655	private_RME	Autosome	TRUE
3	ENSG00000121858.10	TNFSF10	GTEX-YFC4	33	0.000102125	0.001076893	0.009604151	1.668736804	common_RME	Autosome	TRUE
7	ENSG00000146540.14	C7orf50	GTEX-YFC4	34	0.000102203	0.001076893	0.009610213	2.888980899	frequent_RME	Autosome	TRUE
11	ENSG00000149403.12	GRIK4	GTEX-YFC4	20	0.000101915	0.001076893	0.009587926	-0.222159377	private_RME	Autosome	TRUE
19	ENSG00000105483.17	CARD8	GTEX-YFC4	34	0.000102156	0.001076893	0.009606609	0.629216683	private_RME	Autosome	TRUE
5	ENSG00000113430.9	IRX4	GTEX-YFC4	7	0.000102698	0.001081216	0.00964848	0.583246898	private_RME	Autosome	TRUE
6	ENSG00000124532.14	MRS2	GTEX-YFC4	34	0.000103107	0.001083729	0.009680051	0.959588829	private_RME	Autosome	TRUE
17	ENSG00000214999.3	AC129492.6	GTEX-YFC4	4	0.000103028	0.001083729	0.009673988	0.198909238	private_RME	Autosome	TRUE
2	ENSG00000115365.11	LANCL1	GTEX-YFC4	34	0.000103778	0.00108988	0.009731774	-0.349207462	private_RME	Autosome	TRUE
17	ENSG00000141753.6	IGFBP4	GTEX-YFC4	24	0.000104564	0.00109723	0.009792292	0.317177127	private_RME	Autosome	TRUE
14	ENSG00000139874.5	SSTR1	GTEX-YFC4	23	0.000105374	0.00110482	0.009854559	0.092256289	private_RME	Autosome	TRUE
2	ENSG00000204929.12	AC074391.1	GTEX-YFC4	26	0.000106172	0.001112279	0.009915844	-0.203105265	private_RME	Autosome	TRUE
2	ENSG00000134330.18	IAH1	GTEX-YFC4	34	0.000106746	0.001117367	0.009959773	0.254544048	private_RME	Autosome	TRUE
6	ENSG00000272398.5	CD24	GTEX-YFC4	25	0.000107431	0.001123613	0.010012183	1.881517596	common_RME	Autosome	TRUE
7	ENSG00000242265.5	PEG10	GTEX-YFC4	16	0.000107677	0.001125266	0.010031013	0.900450629	private_RME	Autosome	TRUE
15	ENSG00000255769.7	GOLGA2P10	GTEX-YFC4	24	0.000108797	0.001136041	0.010116524	1.020682505	common_RME	Autosome	TRUE
22	ENSG00000100345.20	MYH9	GTEX-YFC4	34	0.000109061	0.00113786	0.01013661	1.468707908	common_RME	Autosome	TRUE
14	ENSG00000151327.12	FAM177A1	GTEX-YFC4	34	0.000109488	0.001141378	0.010169119	0.282567508	private_RME	Autosome	TRUE
1	ENSG00000244682.7	FCGR2C	GTEX-YFC4	28	0.000109805	0.001143745	0.010193231	3.084913521	frequent_RME	Autosome	TRUE
2	ENSG00000188452.13	CERKL	GTEX-YFC4	23	0.000110971	0.001154013	0.01028191	-0.134670676	private_RME	Autosome	TRUE
14	ENSG00000257759.2	RP11-486O13.4	GTEX-YFC4	33	0.000111252	0.001155985	0.010303187	-0.221421422	private_RME	Autosome	TRUE
1	ENSG00000169218.13	RSPO1	GTEX-YFC4	8	0.000111913	0.001161904	0.010353285	-0.363043035	private_RME	Autosome	TRUE
11	ENSG00000118369.12	USP35	GTEX-YFC4	34	0.000113949	0.001182086	0.010507254	0.696269776	private_RME	Autosome	TRUE
12	ENSG00000151948.11	GLT1D1	GTEX-YFC4	25	0.000114219	0.001183913	0.010527546	-0.001630007	private_RME	Autosome	TRUE
4	ENSG00000002549.12	LAP3	GTEX-YFC4	34	0.000116581	0.001207416	0.010705246	1.088015991	common_RME	Autosome	TRUE
6	ENSG00000118520.14	ARG1	GTEX-YFC4	4	0.000116826	0.001208979	0.010723684	-0.018754053	private_RME	Autosome	TRUE
4	ENSG00000169435.13	RASSF6	GTEX-YFC4	5	0.000117383	0.001212772	0.01076544	-0.390333167	private_RME	Autosome	TRUE
16	ENSG00000161996.18	WDR90	GTEX-YFC4	34	0.00011735	0.001212772	0.010762918	0.671339673	private_RME	Autosome	TRUE
3	ENSG00000151090.17	THRB	GTEX-YFC4	33	0.000120951	0.001248619	0.011031838	-0.291658666	private_RME	Autosome	TRUE
4	ENSG00000270228.1	RP11-453E17.3	GTEX-YFC4	33	0.000122048	0.001258919	0.011113354	0.159919378	private_RME	Autosome	TRUE
2	ENSG00000119185.12	ITGB1BP1	GTEX-YFC4	34	0.000123736	0.001275307	0.011238569	0.30848592	private_RME	Autosome	TRUE
2	ENSG00000144115.16	THNSL2	GTEX-YFC4	16	0.000125146	0.001288789	0.011342751	1.545202	common_RME	Autosome	TRUE
4	ENSG00000171566.11	PLRG1	GTEX-YFC4	34	0.000126453	0.001301201	0.011439163	-0.047470444	private_RME	Autosome	TRUE
19	ENSG00000051128.18	HOMER3	GTEX-YFC4	33	0.000130167	0.001338332	0.011711741	1.677216534	common_RME	Autosome	TRUE
6	ENSG00000112282.17	MED23	GTEX-YFC4	4	0.0001307	0.001342735	0.011750769	0.093992974	private_RME	Autosome	TRUE
11	ENSG00000166105.15	GLB1L3	GTEX-YFC4	15	0.000131592	0.001350807	0.011815887	0.972417751	private_RME	Autosome	TRUE
17	ENSG00000083454.21	P2RX5	GTEX-YFC4	23	0.00013203	0.001354206	0.011847798	1.382317443	common_RME	Autosome	TRUE
11	ENSG00000132744.7	ACY3	GTEX-YFC4	10	0.000135122	0.001384808	0.012072652	0.074393233	private_RME	Autosome	TRUE
1	ENSG00000143816.7	WNT9A	GTEX-YFC4	28	0.000135841	0.001391062	0.012124792	-0.07104253	private_RME	Autosome	TRUE
5	ENSG00000175416.12	CLTB	GTEX-YFC4	34	0.000136738	0.001399124	0.012189723	0.889742478	private_RME	Autosome	TRUE
17	ENSG00000183011.13	NAA38	GTEX-YFC4	34	0.000137096	0.001401655	0.012215559	-0.464838678	private_RME	Autosome	TRUE
10	ENSG00000182333.14	LIPF	GTEX-YFC4	8	0.000139538	0.001425485	0.012391732	2.762357776	frequent_RME	Autosome	TRUE
4	ENSG00000163293.11	NIPAL1	GTEX-YFC4	14	0.000140117	0.001430248	0.012433347	1.148351669	common_RME	Autosome	TRUE
4	ENSG00000163945.15	UVSSA	GTEX-YFC4	34	0.00014539	0.001482882	0.012810803	1.01140256	common_RME	Autosome	TRUE
3	ENSG00000031081.10	ARHGAP31	GTEX-YFC4	27	0.000145914	0.001487037	0.012848148	-0.425728051	private_RME	Autosome	TRUE
2	ENSG00000080293.9	SCTR	GTEX-YFC4	8	0.000146247	0.00148924	0.012871859	2.195659519	frequent_RME	Autosome	TRUE
2	ENSG00000151694.12	ADAM17	GTEX-YFC4	34	0.000147842	0.001504277	0.01298522	0.088027836	private_RME	Autosome	TRUE
13	ENSG00000165475.13	CRYL1	GTEX-YFC4	34	0.000149815	0.001523137	0.013125079	0.185284546	private_RME	Autosome	TRUE
5	ENSG00000172901.19	LVRN	GTEX-YFC4	14	0.000149969	0.001523489	0.013135991	-0.091628106	private_RME	Autosome	TRUE
6	ENSG00000172197.10	MBOAT1	GTEX-YFC4	20	0.000150207	0.001524687	0.013152847	-0.502218516	private_RME	Autosome	TRUE
11	ENSG00000167799.9	NUDT8	GTEX-YFC4	12	0.000150326	0.001524687	0.013161261	0.93396175	private_RME	Autosome	TRUE
1	ENSG00000143162.7	CREG1	GTEX-YFC4	34	0.000150784	0.001528108	0.013193582	1.275235929	common_RME	Autosome	TRUE
14	ENSG00000131981.15	LGALS3	GTEX-YFC4	34	0.000153432	0.001553715	0.013380347	3.714832168	frequent_RME	Autosome	TRUE
16	ENSG00000168404.12	MLKL	GTEX-YFC4	26	0.000153977	0.001557997	0.013418691	1.208042279	common_RME	Autosome	TRUE
14	ENSG00000071246.10	VASH1	GTEX-YFC4	33	0.000155939	0.001576593	0.013556395	-0.096659056	private_RME	Autosome	TRUE
17	ENSG00000229980.4	TOB1-AS1	GTEX-YFC4	30	0.00015891	0.00160536	0.013764193	-0.218079593	private_RME	Autosome	TRUE
17	ENSG00000187775.16	DNAH17	GTEX-YFC4	14	0.000159398	0.001609012	0.013798217	1.51497423	common_RME	Autosome	TRUE
1	ENSG00000179403.11	VWA1	GTEX-YFC4	33	0.000160086	0.001614676	0.013846153	0.098723947	private_RME	Autosome	TRUE
2	ENSG00000234281.5	LANCL1-AS1	GTEX-YFC4	34	0.000164471	0.00165628	0.014150572	-0.41101313	private_RME	Autosome	TRUE
5	ENSG00000249484.8	LINC01470	GTEX-YFC4	10	0.000164445	0.00165628	0.014148758	0.201526691	private_RME	Autosome	TRUE
9	ENSG00000228544.1	CCDC183-AS1	GTEX-YFC4	31	0.000165651	0.001666851	0.014232195	0.597053005	private_RME	Autosome	TRUE
2	ENSG00000232973.11	CYP1B1-AS1	GTEX-YFC4	32	0.000170208	0.001711351	0.014545942	2.389364943	frequent_RME	Autosome	TRUE
19	ENSG00000167772.11	ANGPTL4	GTEX-YFC4	30	0.000170556	0.001713499	0.014569824	1.079325431	common_RME	Autosome	TRUE
1	ENSG00000224536.2	RP11-134G8.7	GTEX-YFC4	33	0.000171346	0.001720075	0.014623954	0.3117479	private_RME	Autosome	TRUE
9	ENSG00000228395.1	RP11-216B9.6	GTEX-YFC4	34	0.000172483	0.001730126	0.014701799	-0.099588034	private_RME	Autosome	TRUE
8	ENSG00000104415.13	WISP1	GTEX-YFC4	16	0.000178846	0.00179254	0.015135136	1.377342417	common_RME	Autosome	TRUE
19	ENSG00000007047.14	MARK4	GTEX-YFC4	34	0.000179059	0.001793266	0.015149586	0.328187094	private_RME	Autosome	TRUE
8	ENSG00000147454.13	SLC25A37	GTEX-YFC4	34	0.000180552	0.001806793	0.015250652	2.011308859	frequent_RME	Autosome	TRUE
1	ENSG00000196352.14	CD55	GTEX-YFC4	28	0.000181443	0.001814292	0.015310946	2.443423123	frequent_RME	Autosome	TRUE
8	ENSG00000249898.7	MCPH1-AS1	GTEX-YFC4	34	0.000181737	0.001815802	0.015330775	-0.29823244	private_RME	Autosome	TRUE
4	ENSG00000145439.11	CBR4	GTEX-YFC4	34	0.000185598	0.001852928	0.015590879	2.323463565	frequent_RME	Autosome	TRUE
2	ENSG00000075426.11	FOSL2	GTEX-YFC4	34	0.000187074	0.001866202	0.015689961	0.439353936	private_RME	Autosome	TRUE
16	ENSG00000183044.11	ABAT	GTEX-YFC4	34	0.000187237	0.001866367	0.015700899	1.970062609	common_RME	Autosome	TRUE
12	ENSG00000188735.12	TMEM120B	GTEX-YFC4	34	0.000187552	0.00186804	0.015721979	0.493000555	private_RME	Autosome	TRUE
19	ENSG00000171903.16	CYP4F11	GTEX-YFC4	11	0.000188497	0.001875992	0.015785308	3.719329445	frequent_RME	Autosome	TRUE
2	ENSG00000124374.8	PAIP2B	GTEX-YFC4	33	0.000189213	0.001881638	0.01583315	0.188566484	private_RME	Autosome	TRUE
10	ENSG00000165983.14	PTER	GTEX-YFC4	32	0.000189941	0.001887413	0.015881864	-0.010796194	private_RME	Autosome	TRUE
19	ENSG00000006015.17	C19orf60	GTEX-YFC4	34	0.000194252	0.001928742	0.016169051	-0.314898184	private_RME	Autosome	TRUE
1	ENSG00000183386.9	FHL3	GTEX-YFC4	32	0.00019548	0.001939423	0.016250572	3.448252176	frequent_RME	Autosome	TRUE
13	ENSG00000134900.11	TPP2	GTEX-YFC4	34	0.000197628	0.001959207	0.016392861	-0.312745023	private_RME	Autosome	TRUE
12	ENSG00000245648.1	RP11-277P12.20	GTEX-YFC4	31	0.000199603	0.001977246	0.016523346	1.419768232	common_RME	Autosome	TRUE
4	ENSG00000172403.10	SYNPO2	GTEX-YFC4	31	0.000201833	0.001996235	0.01667033	3.186229108	frequent_RME	Autosome	TRUE
20	ENSG00000101160.13	CTSZ	GTEX-YFC4	34	0.000201732	0.001996235	0.016663692	1.943424578	common_RME	Autosome	TRUE
16	ENSG00000141013.16	GAS8	GTEX-YFC4	34	0.000203596	0.002012112	0.016786242	1.137892248	common_RME	Autosome	TRUE
17	ENSG00000132535.18	DLG4	GTEX-YFC4	33	0.000204728	0.002021729	0.016860518	0.057365403	private_RME	Autosome	TRUE
8	ENSG00000169439.11	SDC2	GTEX-YFC4	34	0.000204977	0.00202262	0.01687684	0.144659526	private_RME	Autosome	TRUE
3	ENSG00000241111.1	PRICKLE2-AS1	GTEX-YFC4	23	0.000208191	0.002052746	0.017087147	0.02439969	private_RME	Autosome	TRUE
2	ENSG00000119771.14	KLHL29	GTEX-YFC4	33	0.0002086	0.002055185	0.017113833	0.594392192	private_RME	Autosome	TRUE
7	ENSG00000136237.18	RAPGEF5	GTEX-YFC4	33	0.000210181	0.002067727	0.017216916	0.934139195	private_RME	Autosome	TRUE
12	ENSG00000111011.17	RSRC2	GTEX-YFC4	34	0.000210198	0.002067727	0.01721801	-0.615858531	private_RME	Autosome	TRUE
17	ENSG00000132376.19	INPP5K	GTEX-YFC4	34	0.000211075	0.002074754	0.017275133	0.040113523	private_RME	Autosome	TRUE
2	ENSG00000153823.18	PID1	GTEX-YFC4	34	0.000212011	0.002082346	0.017335998	0.308715793	private_RME	Autosome	TRUE
1	ENSG00000158828.7	PINK1	GTEX-YFC4	34	0.000212248	0.002083067	0.017351404	0.529613035	private_RME	Autosome	TRUE
17	ENSG00000167693.16	NXN	GTEX-YFC4	4	0.000212453	0.002083476	0.017364736	1.802734071	common_RME	Autosome	TRUE
17	ENSG00000167920.8	TMEM99	GTEX-YFC4	34	0.000213028	0.002087507	0.01740208	2.053597314	frequent_RME	Autosome	TRUE
16	ENSG00000103245.13	NARFL	GTEX-YFC4	34	0.000216184	0.002116804	0.017606614	0.870444271	private_RME	Autosome	TRUE
19	ENSG00000261824.6	LINC00662	GTEX-YFC4	34	0.000218051	0.00213345	0.017727288	0.433377971	private_RME	Autosome	TRUE
20	ENSG00000101187.15	SLCO4A1	GTEX-YFC4	34	0.000222701	0.002177277	0.018026675	0.529048946	private_RME	Autosome	TRUE
15	ENSG00000258676.4	RP11-386M24.3	GTEX-YFC4	23	0.000225763	0.002205519	0.018222937	0.119460902	private_RME	Autosome	TRUE
16	ENSG00000140718.20	FTO	GTEX-YFC4	34	0.000227287	0.002218702	0.01832035	-0.157185251	private_RME	Autosome	TRUE
19	ENSG00000188785.11	ZNF548	GTEX-YFC4	33	0.000228494	0.002228778	0.018397411	-0.312168004	private_RME	Autosome	TRUE
9	ENSG00000196739.14	COL27A1	GTEX-YFC4	33	0.000231045	0.002251478	0.018559945	2.318599266	frequent_RME	Autosome	TRUE
19	ENSG00000267056.2	AC005336.4	GTEX-YFC4	4	0.000231175	0.002251478	0.01856817	0.37615529	private_RME	Autosome	TRUE
4	ENSG00000188517.14	COL25A1	GTEX-YFC4	26	0.000234985	0.002286845	0.018810066	0.122845813	private_RME	Autosome	TRUE
1	ENSG00000143228.12	NUF2	GTEX-YFC4	32	0.000239182	0.002324134	0.019075292	-0.498962294	private_RME	Autosome	TRUE
19	ENSG00000269439.5	CTD-3131K8.2	GTEX-YFC4	34	0.00023914	0.002324134	0.019072645	-0.116823757	private_RME	Autosome	TRUE
20	ENSG00000154930.14	ACSS1	GTEX-YFC4	34	0.000241557	0.002345425	0.019224883	1.319553279	common_RME	Autosome	TRUE
6	ENSG00000227678.7	RP11-73O6.3	GTEX-YFC4	28	0.000244694	0.002374072	0.019421863	-0.387447948	private_RME	Autosome	TRUE
8	ENSG00000181195.10	PENK	GTEX-YFC4	11	0.000247718	0.002401584	0.01961116	0.873175149	private_RME	Autosome	TRUE
12	ENSG00000255150.2	EID3	GTEX-YFC4	16	0.000248426	0.002406613	0.019655372	-0.461132011	private_RME	Autosome	TRUE
